Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
TTI1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SLC25A17,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF880,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
NDNL2,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF549,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZIK1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF304,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF134,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF285,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZKSCAN7,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZMYM3,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TIGD1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
RBM4B,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF594,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PRR3,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF543,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF623,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF17,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF225,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF2,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZFP90,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF227,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CLDN20,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PRLHR,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
HTR2B,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TMEM200A,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PDPR,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DHX35,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
THOC5,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TBC1D1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
POLR1A,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TAB3,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GCFC2,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FOXP2,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MAML3,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CACNB3,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PAWR,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
JMY,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF300,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MAS1L,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PHEX,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GANC,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ANKRD29,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PLEKHH2,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MICA,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ACCS,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
OLFML2A,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF160,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF347,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
IFIT5,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SLC25A53,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TMEM218,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PQLC3,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ODF2L,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TRIM56,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
C19orf66,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
N4BP2L1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SNRNP48,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
THOC2,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PRPF39,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ACIN1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FNBP4,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SON,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SF3B1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PNISR,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PRPF3,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PNN,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MYSM1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
OGT,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
INTS4,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
OSGEP,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DDX39B,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
HNRNPDL,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GBP2,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TRANK1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
NSMCE4A,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF224,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
STAT6,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
KHNYN,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DFFB,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PSPN,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CFDP1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF564,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GLOD4,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FASTKD3,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PRMT6,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
C15orf40,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MOB3B,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PKN2,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DENND4C,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
KDM4A,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CTPS2,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
NHLRC3,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ABCD4,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZDHHC6,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
USP45,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
BIVM-ERCC5,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
UBR2,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
RBM41,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TRMT11,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TMEM161B,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
RBM45,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CMTR2,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZFP62,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SCYL3,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
JRKL,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PDCD6IP,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SP1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ASTE1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TMEM260,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
C2CD5,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
IPO8,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
NSUN3,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
THG1L,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF638,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FRA10AC1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZRSR1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DROSHA,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
RPRD2,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CCNI,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF510,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZFP82,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF346,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CHD6,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ASH1L,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF527,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ITPR1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PCNXL2,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
VPS41,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PTPRA,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MIB1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZBTB41,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF260,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
C5orf51,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MTX3,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF24,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF674,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DHFRL1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF322,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF197,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF84,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF248,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
HDX,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF140,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TBCK,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TUBD1,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ARL17B,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ARL17A,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF343,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MSANTD2,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TRMT10B,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF691,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ING4,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
RXRB,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ITFG2,0,,17636,13,0.000737128600589703,FANCB|FANCG|FANCA|FANCF|STRA13|FANCL|APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
