Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
UMOD,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ATP6V0D2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ATP6V1G3,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CYS1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TMEM207,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GALNT14,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PTH2R,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DMRT2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PVALB,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FOXI2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SCNN1G,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FOXI1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TMEM213,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CLCNKB,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DEFB1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FXYD2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MTMR10,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SEMG2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CALCR,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CCDC64,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
WNK1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GDF3,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
HOXB2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FOXC2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
HS6ST1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
NEUROD1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SST,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GPR119,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SCGN,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CRYBA2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FFAR1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
RAP1GAP2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CFTR,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
NR5A2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GMNN,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
IL22RA1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MYCL,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GLP1R,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
NRTN,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
NUPR1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
RRBP1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
P4HB,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
EIF4EBP1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
KLK1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FKBP11,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SSR4,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ALDH1L2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
BHLHA15,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CELA1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CLPSL2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CLPSL1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FBXW12,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CNPY1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SCGB2B2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PSMD6,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TEX11,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ABCC8,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ECE2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GRB10,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
POMC,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PLEKHH3,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
HOMER2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
NRG4,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
IGFBP2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
RNASE1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PRDX4,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CUZD1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
INS,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SPINK1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GPHA2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PRSS3,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
AQP12A,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CPA2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CPA1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CTRL,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
IAPP,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PNLIPRP1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SYCN,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CELA3A,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CTRB1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GP2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CELA2A,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CELA3B,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CTRB2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
AMY2B,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
KIRREL2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CPB1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PNLIP,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CELA2B,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CEL,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
RBPJL,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SERPINI2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PRSS1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CTRC,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
AQP12B,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PLA2G1B,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
AMY2A,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TMEM97,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SPAG4,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
LHB,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GPR150,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SYBU,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GCAT,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TPST2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SEL1L,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
BACE1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GRPR,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
COCH,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ERP27,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PDIA2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CLPS,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SLC38A5,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SLC43A1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SCTR,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
REG1A,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SFRP5,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TMED6,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GCG,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PPY,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PTF1A,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
G6PC2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PM20D1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SLC30A8,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
RPH3AL,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FUT1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ETFA,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SDHB,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FH,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ECH1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
AK3,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PHYH,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ECI2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ACAT1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
LDHD,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ETFB,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
NUDT7,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CRLS1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DECR1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ETFDH,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TMEM56,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TMEM56-RWDD3,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GSTO1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PROS1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ST3GAL6,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ALS2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
BCO2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SIRT5,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MLYCD,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TRIM55,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MRPL30,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SATL1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SHFM1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ACOT2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ACOT1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ACO1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MCCC1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ECHDC3,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CDC37L1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
UGP2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GBE1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
HSDL2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GOLGA4,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MCUR1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
LSM3,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
IER3IP1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MICU2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
RMDN1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
RRAS2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FAM149A,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
AFMID,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
QPRT,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DNAJC16,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SFXN2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CHDH,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
IL17RB,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ACOT6,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
UGT1A8,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
AGMAT,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
AGXT2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
C11orf54,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
AK4,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ALDH6A1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
OGDHL,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
HOGA1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CRYZ,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FMO4,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ASS1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
UGT3A1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SHMT1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DAO,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
HAO2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
RBP5,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
UGT2B7,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GLYAT,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
BHMT,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ACMSD,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ACSM2B,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ACSM2A,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
BHMT2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DMGDH,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
AMACR,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
C2orf47,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SLC37A4,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CMBL,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
L2HGDH,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
HIBCH,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FAHD1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
BPHL,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DHRS4L2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DHRS4,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SLC25A10,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ACOT4,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
NUDT6,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
NFS1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
HINT2,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SDHC,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CLYBL,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
AIFM1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
MICU1,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TCAIM,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SUOX,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF684,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
HAGH,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ACOT13,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PCCB,1,.2,8809,7,0.000794641843569077,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
