Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
ZNF732,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC77,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SMC6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TRAPPC8,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TCEANC2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TDP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DUS2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NFATC3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF318,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RALGPS2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
VARS,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
IL4I1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NXT2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MANSC4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC117,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TAF5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TNFSF4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NPFFR1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GPR55,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NLRP4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
STAG3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
VPS53,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SF3A1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TTC7A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GCC1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UTP18,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
R3HCC1L,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ESCO1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DR1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CBL,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CDC7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRRC69,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC82,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ADAT1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PCYOX1L,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BRD9,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PRKRIP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCAR2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UBE2Q1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C7orf43,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DCAF15,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PCNXL3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NDOR1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CSNK1G2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZC3H18,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRCH4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZBTB48,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SZT2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HAUS5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CEP250,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RBM14,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CNOT3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UNK,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PDK3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CRYBA4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TERT,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RNF19A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SFT2D2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ATXN7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM76B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SCAF4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CDK12,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MPHOSPH9,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC18,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TCF3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PPP6R1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
XPO6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TOP3A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CHFR,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM192A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TPR,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
POLG2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CNTRL,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ATP11B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PRKAA1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ANKRD12,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
YTHDC2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MTRF1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EIF1AY,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DDX3Y,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TMSB4Y,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KDM5D,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZFY,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UTY,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
USP9Y,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RPS4Y1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
YKT6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
USB1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MARS,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PPP6C,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GSPT1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GINS3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ARPC5L,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TRMT6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PSMD12,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TFIP11,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NUDT1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
VRK1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DDX39A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ALYREF,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CHAF1A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C16orf59,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CKAP2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TROAP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DTL,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCNE2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MCM4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BIRC5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SKA3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TYMS,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RAD51AP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KIF23,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EXO1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TOPBP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EZH2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GTSE1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TACC3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SMC4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CLSPN,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SKA1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CNOT1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TRAIP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FANCD2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KNTC1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BRD7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CEP78,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UIMC1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EXOSC9,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ARHGAP19,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SMC3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
USP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MMS22L,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HSPA14,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCNK,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RFWD3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
YEATS4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CKS2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CENPH,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ORC6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CDC45,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCNB2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MTFR2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BUB1B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CENPL,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ATAD2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CENPO,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
WHSC1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CDC25A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CDCA5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PLK4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TTK,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CENPU,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PAXIP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MIS18A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DONSON,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C1orf112,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SASS6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MCM8,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DSN1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GINS1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BRIP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
E2F7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CENPW,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SRPK1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ECT2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF695,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TICRR,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
XRCC2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PARPBP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MAD2L1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ARHGAP11A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CHEK1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
STIL,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CENPK,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UBE2T,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GINS2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MELK,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ASF1B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZWINT,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DEPDC1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BRCA1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PTTG1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KIF20A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CDC20,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TPX2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CDCA8,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GSG2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BUB1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NCAPH,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HMMR,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TOP2A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
AURKA,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CEP55,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
POC1A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FOXM1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RAD54L,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NCAPG2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FANCI,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RACGAP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RAD51,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
YRDC,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BNIP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RBM34,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PRPF18,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BUD31,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF367,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
POLE2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
E2F1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PRC1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HJURP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CKAP2L,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TFDP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CENPF,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SPC24,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KIF22,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CENPN,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM46C,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PLAGL2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MKRN1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PPM1A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
WFIKKN1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MFSD7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GAA,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PPP1R35,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ABHD16B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TAOK2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
WIZ,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MIER2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BRICD5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KDM4B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
WDR24,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SBF1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TRIM41,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
AMDHD2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SUGP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
POLRMT,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PPP6R2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KRI1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SDCCAG3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF707,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MAD1L1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RTEL1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UVSSA,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MBD6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PTPN23,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TSC2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KHSRP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NELFA,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CHERP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SF3A2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
WDR83,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
XAB2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DGCR14,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NOC2L,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
INTS1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TBL3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ATAD3A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CTU2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ATAD3B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ARFGAP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CPSF1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KLHL17,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
OXLD1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DPP7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GLI4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BRAT1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
E4F1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PHRF1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CACTIN,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ANAPC2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EME2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC57,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF513,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ARSA,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HERC2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DYNC1H1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KCNJ14,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HECTD4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MDN1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GUCA1B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HOXC11,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CEACAM19,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PAX3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SLC45A2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SLC24A5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TRPM1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
IGFL2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C1QTNF9B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCER2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
IGSF22,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SS18L1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRRC16B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SPTBN2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
D2HGDH,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SCRIB,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
OTX1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MT4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LTB4R2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PLCH2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FGFR3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DNASE1L2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TREX2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LGALS7B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LCE1D,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KRT73,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UCN2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
COL7A1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LCE5A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LCE2A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LCE1F,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LOR,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LCE2C,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PMEL,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KCNK7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZACN,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FGF22,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KREMEN2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HS3ST6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
