Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
ITGAV,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TSHZ2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
DDR2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
CRTAP,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TGFBR3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
CACHD1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NDN,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SGCE,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
VAT1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SOCS5,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SPG20,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
MARVELD1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
KDELC2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
CALD1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ANTXR2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
STON1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SULF2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
COL12A1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SNAI2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
OLFML3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TSHZ3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
FKBP7,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
C1QTNF7,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
MAMDC2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ROR1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ATF7,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TMEM43,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SH3PXD2A,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
FAT4,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ROR2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ABL1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ISLR,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SMOC2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
GLT8D2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SMG6,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF704,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
WTIP,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TTC28,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PDZRN3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PDE7B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SETMAR,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF532,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
HECTD2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
GARNL3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TRPC1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SETBP1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
DENND2A,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
CEP68,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ADD1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TCF4,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RHOJ,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
LDB2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SYTL4,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
DTWD1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PKD2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RAB34,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RAB33B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RAB11FIP2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
FRS2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TMSB15B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SNCAIP,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF519,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TRO,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZFP37,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TCF23,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
BNC2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
FBXL7,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TCEAL4,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TCEAL1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
FOXJ2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
POLR2M,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ARNT,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ADAMTS5,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
FOXO1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ASF1A,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF383,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ALKBH8,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
CNOT7,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
FCF1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
HSPB11,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ETAA1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SS18,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TYW3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF626,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZZZ3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SOS1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
GABPA,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
GPALPP1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PBRM1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
BAZ1B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PPP1R8,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
KHDRBS1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NUP160,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RBM12,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
MED1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
BDP1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF721,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NOC3L,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
C3orf17,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NAA25,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
MAP3K7,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SMARCAD1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
WDR75,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RPA1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PHF6,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NAP1L1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
LRCH3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
FIGNL1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TAMM41,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF235,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ARL14EP,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
C12orf65,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF589,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF419,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF773,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF274,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NFX1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
CXorf56,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF211,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
DBR1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PPIL3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RWDD3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RBM4,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NONO,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
HNRNPC,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
XRN2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SP3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
DDX47,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF484,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
MED17,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
KIN,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RRN3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF639,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
MATR3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF136,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
EPC2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ADPRM,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF830,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF548,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TCEANC,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZRSR2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF738,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
WHSC1L1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SRSF6,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
DUSP12,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
OTUD5,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF26,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
FGFR1OP2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
UTP23,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RBM48,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZC3H13,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PDS5B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
HP1BP3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
KIAA0430,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
KMT2A,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
FN3KRP,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SPIN2B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SPIN2A,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RGS9,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZC3H4,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
HNRNPUL2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
GATAD2B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
KLHL22,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
USP22,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PRICKLE1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF566,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF540,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF441,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF780B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
BBS10,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
N6AMT1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SPIN3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
BEND5,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
GNB5,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
EPM2AIP1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZMAT1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZXDA,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF14,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SP4,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NBPF10,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NBPF14,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NBPF20,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NBPF11,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NBPF9,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ALKBH2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZSCAN22,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SUFU,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TMEM216,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
POLDIP3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NRF1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RBM23,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PIGC,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PARP16,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RNF26,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RIC8A,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
AAR2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
WASF2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RBM15B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SMYD4,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
STAT5B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
LIX1L,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NEK9,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
C1orf123,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF337,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
EZH1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
GTF2H4,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SUPT7L,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PI4KB,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
CPSF7,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF263,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
CDC16,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
WDR73,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF7,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ERCC3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
AAAS,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
DPH7,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
METTL3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
HEATR6,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
MSL1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
DDX42,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
DMAP1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NAT9,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
GTF3C5,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
CDAN1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
DVL2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
EHMT2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ACD,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
LDB1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SPEN,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF776,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF550,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF230,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
C5orf45,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
DIDO1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
HMGXB3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RAB2B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
CERS5,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZDHHC17,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SAFB2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF333,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SRRM1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
REV1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TBX19,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF83,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SENP7,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZKSCAN8,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF251,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF558,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
GLG1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
MTR,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TULP3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RYK,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF16,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
COPG2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NOTCH2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
QSER1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
GTF3C4,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF135,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
WDR19,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
INTU,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
INTS3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
BAZ2B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
KAT6B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF660,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PRDM5,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF625,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF221,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SOGA1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF727,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZSCAN23,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF501,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF502,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
BICD1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
KRBOX4,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF354C,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF445,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF34,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF559,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF512,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RRAGB,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
GNPDA2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF568,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF286B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF286A,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
CRTC3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ATP8B2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ELP2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
METTL16,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
C2orf49,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NUP133,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TAF7,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF77,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF416,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
KBTBD4,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF544,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PPIE,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SMYD5,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
UBIAD1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TTI1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SLC25A17,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF880,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
NDNL2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF549,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZIK1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF304,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF134,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF285,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZKSCAN7,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZMYM3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TIGD1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
RBM4B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF594,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PRR3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF543,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF623,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF17,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF225,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZFP90,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF227,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
CLDN20,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PRLHR,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
HTR2B,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TMEM200A,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PDPR,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
DHX35,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
THOC5,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TBC1D1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
POLR1A,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TAB3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
GCFC2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
FOXP2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
MAML3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
CACNB3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PAWR,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
JMY,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF300,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
MAS1L,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PHEX,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
GANC,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ANKRD29,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PLEKHH2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
MICA,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ACCS,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
OLFML2A,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF160,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ZNF347,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
IFIT5,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SLC25A53,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TMEM218,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PQLC3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ODF2L,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
TRIM56,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
C19orf66,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
N4BP2L1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SNRNP48,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
THOC2,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PRPF39,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
ACIN1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
FNBP4,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SON,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
SF3B1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PNISR,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PRPF3,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
PNN,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
MYSM1,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
OGT,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
INTS4,2,.1.2,5587,2,0.000357973867907643,RPA1|RBBP8
