Gene,Score,in.gold.standard,gold.standard.genes.in.cluster,Clade
OPN5,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SKIL,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ENSP00000454786.1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
STK40,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TTR,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ENSP00000488565.1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SCG5,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TEC,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ENSP00000479893.1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ENSP00000487815.1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CEP135,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
B3GALT2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
FBXO25,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
GLOD4,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ARL6IP5,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
MAP3K7,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
RNF145,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
NR2C2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
FRK,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
GXYLT1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SPAST,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
RAB12,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CRYAA,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
MBNL3,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TPD52,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
UBE2K,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
GSG1L,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
GSG1L2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CPEB1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ABHD10,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PCNXL4,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
LRRC75B,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
P2RY2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
MRPS25,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
UBOX5,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
RASSF10,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PTH2R,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
RPP38,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
NPY5R,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
DCAF10,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PTAFR,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
RASSF9,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
FAM72A,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
FAM72D,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
FAM72B,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
FAM72C,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TMEM134,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
GPR4,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
FAM131A,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CDPF1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SHC3,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PDCD7,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ATP4B,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PLGLB2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PTTG1IP,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
C4orf47,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TMEM263,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
COMMD1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
NTF4,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PURG,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PURA,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PURB,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TMEM164,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
KIF1BP,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
BCL2L13,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
HNMT,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CHIC2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CHIC1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TBX19,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
FNDC4,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
GDAP1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SPOCK2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
T,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
EFNA5,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CCDC85C,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SPIRE2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CBLN4,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CACNG8,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
HS6ST1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CBLN1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CBLN2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ELK3,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PLEKHJ1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
GPM6B,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CLEC3B,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ENSP00000485851.1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PSMC4,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
NTN3,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PKN1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ITGB1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ITGB2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TSPAN4,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
LTC4S,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
GALNT2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
RNF166,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
FAM222A,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
C19orf12,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CACNG1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
NFATC1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
BCL7C,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SBK2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TPPP,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
RAMP1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
LDLRAD4,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PMEPA1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ATP1B1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PRKCQ,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ADCYAP1R1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
RXRB,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TBX3,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TSPAN18,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
VIPR2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
FAM189A1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
HES1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
BHLHE41,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
RRH,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
GRK7,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
NRGN,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
METTL20,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
F2RL1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SCN3B,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TMEM163,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
HEXDC,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
MLC1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PSMG3,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
OAF,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CARD9,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
FES,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
LGALS2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
AVP,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
OXT,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
BCL2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
VIMP,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CACNG5,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CACNG7,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SBK3,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ZFR2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
IGFBP1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CMTM7,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CDKL5,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PKN2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
LDLRAD3,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
BLOC1S3,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
HORMAD2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
C2orf44,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TM2D2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CD109,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CYLD,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
NECAB1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TBX5,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CHST11,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SSR3,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
COA6,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
COX7C,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CAMK4,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PPP1R27,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TMEM167A,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TMEM167B,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
COX16,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
EVL,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TIE1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
HECA,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
MRPL18,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CRB2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
FBXW2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
APBA2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
USH1C,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TMEM39B,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
GRPR,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SRPX2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
IQCJ-SCHIP1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SCHIP1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TPPP2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TPPP3,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
GABPA,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
NINJ1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
NINJ2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ENSP00000482829.1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SIK1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CREBL2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
MLPH,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SHISA3,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
EEPD1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
RASSF3,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
FAM110D,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
NHLRC1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
C2CD4D,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SYT8,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ZCCHC24,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
C18orf32,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ASCL2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SAPCD2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
C19orf25,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TLCD2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CHRNA10,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ENSP00000454340.1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PDGFA,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
LOXL1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
LOXL4,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
GALNT11,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
LRAT,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ELL,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PPP1R14C,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
RAB26,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SHD,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CRYBB1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SIGIRR,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
TRAF2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
KIAA1644,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CPTP,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PTGER1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
C3,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
GPR132,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
SAMD10,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
BRSK1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
BRSK2,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
BRI3,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
PALLD,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
CDC42EP5,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
C10orf105,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
MARK4,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ENSP00000466639.1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
NDUFA11,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
ASPDH,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
POU6F1,0.000651587079959043,No,H2AFX|RAD1|HUS1|RAD50|MRE11A|RAD9A|NBN,VERTBRATES
