Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
VPS35,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MAPK3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CMIP,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
B4GALT4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GSR,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PTPRK,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CASK,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CSNK1G3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC25A24,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PARP4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TLR3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
IGF2BP2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GPRC5D,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CENPV,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KRT12,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FOXH1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CXADR,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CA13,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CHMP4C,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
RALGPS1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PPIP5K1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SFXN3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PDZD7,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CCR9,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC5A4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LCT,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC35G1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GNAT3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC2A7,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ASAH2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ASAH2B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
RBP2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC5A1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
AQP11,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NPC1L1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ABCG8,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ABCG5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ANXA13,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ENPP7,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SIGLEC15,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HAPLN4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FABP2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ALPI,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
APOA4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CCL25,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ACE,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC5A9,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NLRP6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
OAT,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DAB1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MEP1B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MALRD1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MGAM,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DEFA6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MS4A10,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
REG3A,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DEFA5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ITLN2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SOAT2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DNASE1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC13A2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ACE2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
C11orf86,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
C6orf222,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HKDC1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC15A1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HTR1D,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MYRFL,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MYO15B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC39A4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TREH,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ANPEP,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TMEM150B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PLCB3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DGAT1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TMEM253,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CDHR2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TM6SF2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
APOBEC1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SI,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CLDN15,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC6A20,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CEACAM18,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TM4SF20,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TRIM40,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC28A2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC36A1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FLVCR1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
OLFM4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ENPP3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
C11orf24,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ABCG2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GNA11,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HTR4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MUC17,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MEP1A,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC52A1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HSD17B2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SEMA6D,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CCDC68,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NCK2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GFER,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PLEKHJ1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KIAA2013,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CARD10,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DNPEP,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
C19orf54,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
POU5F1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC12A7,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ZFYVE28,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CACFD1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FRK,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NAPEPLD,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LRRC16A,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HTR3E,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
UGT2B17,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
URAD,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC51A,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC17A4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HSD17B11,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC46A3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CES2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MOGAT2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MOGAT3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NR1I2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SULT1A2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
AKR1C3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
UGT1A10,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PTPRH,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
UCN3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SULT1C3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
AMN,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC22A18,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FAM132A,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DOLPP1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GRTP1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KLC4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TRIM3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GBA2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SIPA1L3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FAM213B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LPCAT3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CGN,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC35D2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KRT8,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HTATIP2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CD2AP,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GBP3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CAPN13,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GSDMB,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
EPS8L3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GPR35,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FBXL6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DGKQ,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ADCK5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HECTD3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CC2D1A,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC27A4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TRPM5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LRRC66,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DHRS11,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
BTNL8,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
BTNL3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SOWAHA,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
BAIAP2L2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HNF4G,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CDHR5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MYO1A,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NEUROG3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HRASLS2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SULT1A3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SULT1A4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FAM109A,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DEGS2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CBLC,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CYP4F12,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MYH14,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PLEKHG6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ZBTB7B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KALRN,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ITPKA,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CPNE7,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CCK,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FKBP1B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TNIK,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TMEM229A,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GAL3ST1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC5A11,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GDA,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KCNK10,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ACOT7,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
AKR7A3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NR0B2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LBX2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
IGSF23,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TM4SF5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PRAP1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CREB3L3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MTTP,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
XDH,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SEC16B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SULT1E1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TMEM86B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LRAT,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ONECUT2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TM4SF4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
VNN1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GCNT1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
UNC5CL,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GCNT4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
OMP,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CYP3A5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SMPD3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TMEM92,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GATA5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ZFPM1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
AKR1B15,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
AKR1B10,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CYP2S1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
REG1B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ZNF488,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CBR1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
C17orf78,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
RNF186,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PDX1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SCT,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MS4A18,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
S100G,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MLN,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
OTOP3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DMBT1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC4A7,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DEFB131,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ADA,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TMPRSS15,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
AGPAT3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SPHK2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GGT2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GGT1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MYO6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MPP5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TCN2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TMEM37,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MT1HL1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
