Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
DPEP1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC7A9,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ENPEP,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TMEM252,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KCNH6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DHDH,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC23A3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GLRX,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GK,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MME,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ACY3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
XPNPEP2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC6A19,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC1A1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
RAB17,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MIA2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NAGS,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GIPC2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GLOD5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
UGT2A3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PDZD3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
USH1C,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TMEM139,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KCNK5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PRODH,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MAF,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FADS6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ABHD6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
C1orf115,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
RMDN3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PCYT1A,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CRIP1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ETV7,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ACKR4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC1A7,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC10A2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NAALADL1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CPO,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC17A8,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
EDN2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SGK1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FABP6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
P2RY4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PLB1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KCNJ13,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NTS,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ABCC5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ZDHHC7,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ASPHD2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NPAS1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TBX6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
BPIFB1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NPSR1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TNFSF12-TNFSF13,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FAM102A,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GPR25,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PSCA,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HTR1B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
S100P,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NKX6-2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SOX21,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TRNP1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KPNA7,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FOXQ1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ACER2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MUC5AC,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DAZ1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DAZ4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DAZ3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DAZ2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SULT1C2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
VSIG1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ANXA10,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
BARX1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CDR2L,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
C6orf141,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LAMA3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
QSOX1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PRSS12,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
RDH13,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PSAPL1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SPTSSB,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TSTA3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FAM83H,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CCDC64B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LFNG,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
IGSF9,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MST1R,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC9A1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MIA,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC5A5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CDC42EP1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MYRF,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MUC1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CLDN18,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
UPK1B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CTSE,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TFF1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GKN2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GKN1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ONECUT3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TFF2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MUC6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ADAM28,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CYSTM1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NQO1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SSTR1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HPGD,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LAMB3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
OSBPL7,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GALNT6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SYTL5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
RASSF6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GOLM1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
EDEM3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TM9SF3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LGALS9B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LGALS9C,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FA2H,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SYTL2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
BCAS1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FOXA2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
B4GALNT3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GIPR,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FAM177B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FAM101A,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FER1L6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CAPN8,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
VSIG2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CAPN9,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
BBC3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TNFSF9,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CMA1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
APOBEC3H,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CD70,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MDM2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
POU5F1B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KRTAP13-2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HPDL,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ASCL2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LCN15,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TTC39B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
EDAR,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KLF5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
RAB25,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
C6orf132,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TTC22,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PTK6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LAD1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MAPK13,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TTLL12,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GDPD3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TP53I3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MALL,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PLEKHA6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FUT3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TMPRSS4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TXNDC17,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TXN,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
IL1R2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KLF3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KLF4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GGCT,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
POF1B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NIPAL1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FAM83B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GALNT1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC25A43,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GFOD2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LIMK2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
AIM1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HES2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PLP2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MFSD5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ELOVL1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SERPINB8,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GNAI3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PGM2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GPSM2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC7A1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
YWHAZ,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
VPS4B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
STK24,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MARK2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MPZL3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KIAA1468,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
HPSE,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PRDM1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SAMD9,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
DSC2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TMOD3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LTBR,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CTNND1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CYFIP1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ACTN4,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CTTNBP2NL,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FCHO2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ANXA2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
RALA,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TMBIM1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SLC35C1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PCDH1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
XXYLT1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
JAG1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MICALL1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TMEM189,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
P2RY14,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SMAGP,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
P2RY1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ZSWIM6,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TOR1B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
AVL9,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PSEN1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MFHAS1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
AGPS,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
SCYL2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
FAR1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ZDHHC20,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ACER3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CCNYL1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MFSD11,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PIGN,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ZDHHC5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
RAB11A,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ZDHHC13,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GOLGA3,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
KCTD5,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
LETM1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
NAA60,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PIGS,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
PRKAB1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CNPPD1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
AAGAB,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ATP6V0D1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
POC1B,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GLYR1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TTC19,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TMX2,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
CCDC47,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
MLEC,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ABHD11,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
ILDR1,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
TMEM141,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
GSS,1,.1,8827,6,0.000679732638495525,MRE11A|NBN|H2AFX|RAD9A|HUS1|RAD50
