Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
JMJD7-PLA2G4B,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
EFS,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
CDH3,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
PLD2,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
PRMT7,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
UBAP1L,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
POU6F1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
CALCOCO1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
NPIPA8,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
NPIPA5,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
NPIPA1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
NPIPA7,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
NPIPA3,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
NPIPA2,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
GSTM2,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF133,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
H6PD,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
HDAC5,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
SNX21,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
TBC1D17,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
SNAPC2,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
BRD3,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
MTA1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
PPP1R12C,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
SETD1B,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
CIC,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
GIGYF1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
CCS,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
DHX58,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
TMCO6,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
UNKL,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF354B,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
SIN3B,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF783,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
KLHL36,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF526,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
SRCAP,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
EP400,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
TRRAP,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
SLC35C2,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ATF6B,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
C7orf26,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
INO80E,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
KXD1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
TMEM39B,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
TCF25,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
TMUB2,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
STARD3,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
LEMD2,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
PBXIP1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
CDKN1B,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
MECP2,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
L3MBTL3,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF641,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
NKAP,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
MED12,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
MAML1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
CAPN7,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
TTC17,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
GATAD1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZKSCAN3,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
AASDH,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
TRIM4,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
TYW1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF665,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF70,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF112,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZC2HC1A,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF250,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
SLC24A1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF606,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF528,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ESPNL,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
CCDC122,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF226,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
HKR1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF404,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF418,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
PCMTD2,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF302,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
OSGEPL1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
PLAG1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
FSBP,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ANKRD6,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF334,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
L3HYPDH,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
L3MBTL1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF692,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
NISCH,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
TTLL3,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
WDR27,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
PICK1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF577,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
KIAA0895L,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
DPH1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
TUBGCP2,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
PRPF6,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF446,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
MKS1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
USP21,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF777,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF496,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
C11orf68,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
UBOX5,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ANKS3,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
RING1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
SOX12,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF324,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF324B,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
SMARCC2,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
NICN1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
PLA2G6,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
INO80B,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
CCBL1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
GTF3C1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
SETD6,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
RIC3,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
LIN37,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
EEFSEC,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
CARKD,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
PDDC1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ZNF512B,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
THAP3,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
SCYL1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
PTOV1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
SWSAP1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ORAI3,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ARL16,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
TUT1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
TARBP2,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
MAN1B1,4,.1.2.1.1,984,2,0.00203252032520325,RAD52|RAD51B
ASF1A,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF383,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ALKBH8,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
CNOT7,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
FCF1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
HSPB11,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ETAA1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SS18,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
TYW3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF626,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZZZ3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SOS1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
GABPA,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
GPALPP1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
PBRM1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
BAZ1B,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
PPP1R8,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
KHDRBS1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
NUP160,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
RBM12,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
MED1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
BDP1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF721,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
NOC3L,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
C3orf17,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
NAA25,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
MAP3K7,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SMARCAD1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
WDR75,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
RPA1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
PHF6,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
NAP1L1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
LRCH3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
FIGNL1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
TAMM41,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF235,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ARL14EP,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
C12orf65,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF589,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF419,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF773,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF274,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
NFX1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
CXorf56,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF211,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
DBR1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
PPIL3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
RWDD3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
RBM4,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
NONO,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
HNRNPC,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
XRN2,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SP3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
DDX47,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF484,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
MED17,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
KIN,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
RRN3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF639,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
MATR3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF136,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
EPC2,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ADPRM,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF830,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF548,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
TCEANC,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZRSR2,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF738,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
WHSC1L1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SRSF6,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
DUSP12,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
OTUD5,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF26,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
FGFR1OP2,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
UTP23,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
RBM48,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZC3H13,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
PDS5B,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
HP1BP3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
KIAA0430,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
KMT2A,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
FN3KRP,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SPIN2B,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SPIN2A,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
RGS9,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZC3H4,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
HNRNPUL2,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
GATAD2B,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
KLHL22,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
USP22,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
PRICKLE1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF566,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF540,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF441,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF780B,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
BBS10,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
N6AMT1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SPIN3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
BEND5,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
GNB5,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
EPM2AIP1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZMAT1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZXDA,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF14,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SP4,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
NBPF10,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
NBPF14,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
NBPF20,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
NBPF11,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
NBPF9,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ALKBH2,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZSCAN22,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SUFU,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
TMEM216,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
POLDIP3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
NRF1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
RBM23,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
PIGC,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
PARP16,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
RNF26,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
RIC8A,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
AAR2,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
WASF2,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
RBM15B,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SMYD4,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
STAT5B,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
LIX1L,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
NEK9,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
C1orf123,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF337,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
EZH1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
GTF2H4,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SUPT7L,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
PI4KB,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
CPSF7,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF263,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
CDC16,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
WDR73,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF7,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ERCC3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
AAAS,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
DPH7,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
METTL3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
HEATR6,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
MSL1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
DDX42,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
DMAP1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
NAT9,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
GTF3C5,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
CDAN1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
DVL2,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
EHMT2,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ACD,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
LDB1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SPEN,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF776,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF550,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF230,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
C5orf45,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
DIDO1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
HMGXB3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
RAB2B,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
CERS5,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZDHHC17,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SAFB2,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF333,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SRRM1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
REV1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
TBX19,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF83,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SENP7,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZKSCAN8,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF251,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF558,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
GLG1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
MTR,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
TULP3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
RYK,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF16,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
COPG2,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
NOTCH2,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
QSER1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
GTF3C4,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF135,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
WDR19,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
INTU,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
INTS3,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
BAZ2B,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
KAT6B,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF660,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
PRDM5,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF625,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF221,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
SOGA1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF727,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZSCAN23,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF501,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
ZNF502,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
BICD1,5,.1.2.1.1.1,777,2,0.00257400257400257,RAD52|RAD51B
