Gene,Score,in.gold.standard,gold.standard.genes.in.cluster,Clade
INADL,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
POLQ,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
DDAH2,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
ZNF592,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
DUSP22,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
PDGFRA,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
MAPKAP1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
TOMM70A,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
KMT2A,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
MYOCD,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
PHF3,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
TMEM164,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
GPNMB,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
IMPG2,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
SNX4,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
CBFB,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
NAE1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
CYP20A1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
KITLG,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
KCNF1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
ENSP00000485851.1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
PSMC4,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
RALGAPA1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
CCAR1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
FIP1L1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
KLHL11,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
CGGBP1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
CDK5RAP2,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
MLPH,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
NYNRIN,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
MKL2,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
VWA8,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
VCPKMT,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
LRP1B,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
PCSK5,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
RPGRIP1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
C9orf84,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
ARHGAP19,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
MUSTN1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
DPP9,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
SIAH3,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
SEMA4A,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
VAX2,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
ZNF512B,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
EIF3C,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
EIF3CL,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
FAT4,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
NDUFS8,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
IRAK2,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
RFTN2,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
C3orf20,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
NCAN,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
APOLD1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
FER1L6,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
FGD5,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
LRP2,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
TANGO6,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
SH3BP4,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
CERK,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
SNX8,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
CACNA1B,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
NKD2,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
MPRIP,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
NNMT,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
SUGP1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
UPF1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
EVL,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
TIE1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
ZADH2,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
SPTBN2,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
DRC3,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
CBS,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
CBSL,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
CROCC,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
PIEZO1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
CCND2,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
EXOC3,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
ABHD16A,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
ABHD16B,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
CAPN10,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
MYOM3,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
CMTM3,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
UCKL1,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
SLC17A9,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
D2HGDH,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
ZC3H7B,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
HDAC5,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
PLXNA4,0.00847457627118644,No,TOP3A|RTEL1,MAMMALIANS
MAP6D1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
KLHDC9,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TPCN1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
KLHL21,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
C1orf53,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SIPA1L3,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
RMI2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
MYLK,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ZSCAN25,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
DIXDC1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ARHGAP22,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
RPRM,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
RPRML,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
HOXD1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
GPR26,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
GPR78,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
FAM189B,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SNPH,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SFT2D1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SFT2D2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
NHLH1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
NHLH2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
CD68,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
FAM124A,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
CNTLN,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
CWF19L2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
HCRT,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TTLL4,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
PXDC1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
LEFTY1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
LEFTY2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
KCNK12,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
KCNK13,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
RGS9BP,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
IGFBP7,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
OSR2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SLC16A11,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
CADM3,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SLC45A2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ODF1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
CMTM5,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
GIP,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
HLA-DMA,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
LRP10,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
RNF167,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
UIMC1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
B3GAT2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
RBM43,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ZNF296,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
IL25,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
VSTM4,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TMEM127,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
DSN1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
RNF25,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ERAL1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SPATA9,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ASCC2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SPAG7,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
UPK2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SLC29A3,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
FAM214B,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
IL2RG,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ZNF142,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
FBXO24,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
OSR1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
WFIKKN2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
MKNK2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
WFIKKN1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
BMF,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SP2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
HINT1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
HINT2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SAMD4A,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TSSK4,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
COL27A1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TMEM72,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TRIM10,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
PCDH7,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
FAM212A,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
CDH23,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
CCDC167,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
CRTC2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
BNIP3,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
C17orf78,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TCF3,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
C4orf19,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ID1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
RASGRP4,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TMEM186,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
DLEU7,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
LRIT1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
MROH7,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SLC28A2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SLC28A3,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TXNDC17,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
KCNJ10,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SCIN,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SEC63,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ZBTB21,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
PLEKHM1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ANKUB1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ECT2L,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
MIF,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
DDT,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
DDTL,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
CCDC24,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
NPFFR1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
RSAD1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ADCYAP1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ZBTB9,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TMEM44,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ELFN1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ELFN2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
FAM212B,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SHISA4,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SHISA5,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
HEY2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
DROSHA,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
PHF13,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
VAT1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
KIAA1522,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
MATN1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
PCDH8,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
KCNV2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TBX2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
PEAR1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TMEM125,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
COMTD1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TMUB1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
GSX2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
EN2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
MYCN,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
FABP6,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
KCNK5,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
CEBPE,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TFEB,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SCNN1D,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TPRA1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
GATA5,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TBX3,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
CMTM7,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
GORASP1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
UBE2QL1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
FAM109A,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
MNX1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TOR4A,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
MRGPRG,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
NKX6-2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
NKX6-1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TRIM14,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
LTC4S,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
PHOX2B,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
PDX1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
LRP3,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
SPRY4,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
MED15,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
PRICKLE4,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
HGFAC,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
TNIP2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
HS6ST1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
E2F1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
RGCC,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
CCR10,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ZNF428,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
CNTD1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
DGCR2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
NUDCD2,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ZBTB16,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
CD48,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ZNF575,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ETV3L,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
PLEKHG3,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
CCER1,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
GP1BA,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
MS4A12,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
LSM11,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ZBTB32,0.00351493848857645,No,LIG1|GEN1,MAMMALIANS
ANXA13,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
BPIFB1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
HYAL2,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
ENSP00000481127.1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
PRODH,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
ESRP2,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
GALNT6,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
TRIM28,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
MB,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
RSPO1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
SLC4A9,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
TRIML1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
AS3MT,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
RAB3IL1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
ZNF449,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
TRIM27,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
CWH43,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
HEPACAM2,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
PLEKHA4,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
DDIT3,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
CD19,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
FAM186B,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
SYCP3,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
C11orf80,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
CENPW,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
PMEL,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
LRRC42,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
RNF41,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
MRRF,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
DCTN4,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
STIP1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
MLEC,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
RAB36,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
SLC14A2,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
SUN5,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
NFE2,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
SPRYD3,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
HDAC7,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
ALG12,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
RAPSN,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
SMYD5,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
PCED1A,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
PCED1B,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
TAPBPL,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
TMEM108,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
RCOR2,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
FGF21,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
KCNK6,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
SLC44A4,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
EFNA3,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
ENSP00000426741.1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
BTD,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
TMEM173,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
HSPA12B,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
TTC39A,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
NEFH,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
SEMA3G,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
CD8B,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
SIGLEC15,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
ADAMTS14,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
NIN,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
CD3EAP,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
PRRG3,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
IL4I1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
FRMPD3,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
NTN5,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
FOXR2,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
BAX,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
PVR,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
PVRL2,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
TNFRSF1B,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
TCOF1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
TROAP,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
ICAM2,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
VPREB3,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
NUAK2,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
TCTE1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
HELZ2,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
KIAA1211L,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
INCENP,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
KY,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
FAM170A,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
R3HCC1L,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
C20orf27,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
OGN,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
FOXR1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
BEX1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
BEX2,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
HELB,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
MAGED4,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
MAGED4B,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
MAGEH1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
MAGED1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
MAGED2,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
GPR50,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
ACD,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
TSEN15,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
GPRASP1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
GPRASP2,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
RABAC1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
TSPYL1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
TSPYL6,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
APOBR,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
CATSPER1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
IZUMO2,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
TET3,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
AMER1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
SYNE4,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
DNAJC17,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
RGR,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
FAM64A,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
SHROOM1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
LDOC1L,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
UMODL1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
CTNS,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
SYCE1L,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
KIAA0753,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
SYCE1,0.00694444444444444,No,LIG1|GEN1,MAMMALIANS
