Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
ALX3,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
RAX2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
CYP1B1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SAMD11,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
REM1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PTGIS,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
RAI2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
FAM198A,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SCARA3,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
EVA1C,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
BOC,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PIAS3,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ZFYVE21,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
FAM127B,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MANBAL,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
LOXL4,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PARD3B,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
LMAN2L,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
CBY1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ATRAID,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TRMT61A,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TRIP6,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
LZTS2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
DDAH2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
BCL7C,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
RAI1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SCAMP4,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ADCK4,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TPRA1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ZNF282,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TNRC18,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PLEKHG3,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PLXNB2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ZNF205,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TMEM115,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
BCAM,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
WBSCR27,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PIK3R1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MAOB,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
AR,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TMEM120B,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SFRP1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
RNF150,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
RAD51B,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MEIS2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PDGFC,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SERTAD4,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
WNT5A,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
KCNQ4,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SMTN,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MYH11,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
LMOD1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PTGFRN,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PGM5,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MYL9,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
DSTN,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PRIMA1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
NPTN,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PRUNE2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SPOP,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SLC24A3,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
NPR2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ATP2B4,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TMEM47,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TAF9B,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PRKG1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
LRP12,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
RBFOX2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
FRMD6,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TMEM158,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PPP1R12A,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
KLHL23,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
BAG2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
RAB23,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PALLD,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
METTL24,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PARVA,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MRGPRF,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MRVI1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
KCNMA1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TSPAN2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ACTN1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TAGLN,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
FLNA,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ACTA2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TGFB1I1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ILK,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
KCNMB1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
CNN1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
CSRP1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MYLK,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
VCL,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
FBXL22,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ZNF771,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
NPAS4,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TUBA1A,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
C3orf70,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
DACT3,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PGBD1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
NT5E,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
GLRA4,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SOCS2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
EDNRA,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
GPR161,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TWSG1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
GUCY1A2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
GJC1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MFAP5,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
IGF1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
FKBP14,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PI15,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ALDH1B1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SEC23A,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ATF3,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SELE,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
C1orf186,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
NRIP2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
HOXD3,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
HOXD4,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
RAMP1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MEIS3,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
OSR2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
CHRD,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ADRA2C,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
KCNG1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TRH,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
GDF7,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
HOXA10,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
HOXA11,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
HOXD11,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
HOXD9,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
HOXD10,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PAMR1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
FAP,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
CPXM1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MFAP2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MMP14,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
RIMKLB,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
BTBD19,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ZNF469,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
EMILIN1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SPON2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PDLIM4,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SEMA3C,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
CXCL12,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
KCNE4,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
CHRDL2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
CPM,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MSX1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MMP11,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ASIC2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MMP26,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
KIAA1024L,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
RAI14,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
LIMS3,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
LIMS1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ARHGEF3,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
WISP1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ZBTB38,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ZMYND8,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
TMEM101,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
STX18,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SCGB1D2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SOX17,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
KCNK6,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ZNF562,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PHACTR4,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
CCDC6,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
HGSNAT,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MAP4K5,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
CXorf23,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
PRIMPOL,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
RNF217,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
LONRF1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SLC38A2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
SLC19A1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
C3orf58,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ATL2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
DOCK1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
FGFR2,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
MTA3,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
ZNF436,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
NAB1,1,.1,8827,10,0.00113288773082588,POLD1|PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A|BLM
