Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
ITGAL,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
ITGB7,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
IGFLR1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
NCOA3,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
ADAM19,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD28,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
RFTN1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SH3KBP1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TNFAIP8,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD40,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
IL27RA,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
VPREB3,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD79A,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD19,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
BLK,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
MAP4K1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
IRF8,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SPIB,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
ZC3H12D,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
HLA-DOB,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CHMP7,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
DENND2D,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SEPT1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SIT1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD27,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
LCK,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD3D,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SIRPG,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
BTLA,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
FCRL5,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CCR6,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
LAX1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD1C,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
IL2RG,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TIFAB,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
RFX5,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
BTN2A2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
HLA-DMB,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CIITA,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
HLA-DOA,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
HLA-DQA2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
C17orf62,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
ETS1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CCDC109B,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
FAM65B,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
WIPF1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD53,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SNX20,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SWAP70,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
GRAP,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
GRAPL,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
BIRC3,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
BLNK,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
IKBKE,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CLEC2D,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
ZNF831,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TIGIT,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SH2D1A,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD180,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
IKZF3,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TNFRSF9,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
PAX5,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
POU2F2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD79B,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TLR10,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SP140,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SLAMF6,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
FCRL3,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
PLEKHA2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
DCK,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TCL1A,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
PLA2G2D,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD80,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CTLA4,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
UBD,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CBFB,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
FNBP1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
DAPP1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
PIK3AP1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
BCAS4,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
FCRLA,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
STAP1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TMEM156,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CR2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
AIM2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CLECL1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
POU2AF1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
ARHGAP25,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD37,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD48,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
WDFY4,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
BTK,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
IL16,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
LY86,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD52,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
PLCG2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
MBD4,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
LTA,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
RHOH,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CXCL13,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
P2RX5,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CNR2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CSK,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CXCR5,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CARD11,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TNFRSF13C,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD72,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
BANK1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
MS4A1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CLEC17A,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
VNN2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
FAM49B,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SLA,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
APBB1IP,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
COTL1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
LYN,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SMAP2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TNFSF8,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
STK4,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
DOCK2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SASH3,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
LCP1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
LAT2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
PPP1R18,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
MOB3A,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
HCLS1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
ARHGAP30,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
PTPN6,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
NCKAP1L,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
EVI2B,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
BATF,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CYTIP,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
GAPT,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
IRAK4,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CDC42SE1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CYTH1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
IL4R,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
RGS10,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
RNASE6,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TNFRSF10A,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CYSLTR1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
ARHGEF6,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SLC7A6,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
NFATC1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CDV3,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
PTPN1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
PLA2G7,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TLR7,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
RAB42,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SERPINB9,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TBC1D22A,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
DRAM2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CASP4,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
NECAP2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SEPT9,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
NFATC2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TMEM119,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
POLR3GL,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CCDC69,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
RASGRP3,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
GTF3A,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
COA1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TMEM71,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
JAK2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
RABGAP1L,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
EXOG,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
PDK1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
COMMD3,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SRM,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
RRS1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
EIF2S2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
HEATR3,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
NOP16,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
EIF5A,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
PGAM5,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TOMM40,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
C16orf91,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CD3EAP,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
NHP2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
EXOSC5,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
GRWD1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
RRP9,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CCR3,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
EXOC3L4,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SLX1A,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
SLX1B,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
IL32,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
POLD4,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
PSMB10,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
ATP5EP2,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
ATP5E,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
GUCD1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
TNIP1,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
MPLKIP,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
DUSP23,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
CDC26,3,.1.1.2,2192,8,0.00364963503649635,PCNA|XRCC3|LIG1|GEN1|FEN1|RMI1|MUS81|SLX1A
