,Peng2014.Upregulated,Peng2014.Downregulated,Slabicki.2010.RNAi,Adamson.2012.RNAi,RAD51.foci.impaired,RAD51.foci.retained,Matsukoa.2007.phosphoproteomics,Elia_2015_Acetylation.IR,Elia_2015_Ub.IR,Elia_2015_Ub_MG132.IR,Elia_phos.IR,Elia_Ub_nuclear.IR,Paulsen.2009.gamma.HA2X.increased,Paulsen.2009.gamma.HA2X.decreased,Lord.2008.PARP.inhibitor.sensitivity,Bartz.2006.cisplatin.EC50.mean.fold.change,NPP.clade.optimized.MRS,HPA.tissue.coexpression.MRS,MRE11A.CCI.Malovannaya.2011,BRCA2.CCI.Malovannaya.2011,RAD51C.CCI.Malovannaya.2011,BRCA1.CCI.Malovannaya.2011,LIG1.CCI.Malovannaya.2011,PCNA.CCI.Malovannaya.2011,FANCD2.CCI.Malovannaya.2011,FANCI.CCI.Malovannaya.2011,PALB2.CCI.Malovannaya.2011,RAD50.CCI.Malovannaya.2011
GRPR,0,0,0,0,0,161,0,0,0,0,0,0,0.075477522,0,0,0,0.017094017,0.005047319,0,0,0,0,0,0,0,0,0,0
GRSF1,0,0,0,0,5562,0,0,0,9.294231356,0,0,8.056360371,2.283096712,0,0,0,0.017094017,0.00921659,0,0,0,0,0,0,0,0,0,0
GRTP1,0,0,0,0,7901,0,0,0,9.212821901,0,0,8.059664188,0.268493408,0,0,0,0.076923077,0.004482524,0,0,0,0,0,0,0,0,0,0
GRWD1,0,0,0,0,4205,0,0,8.360463992,0,0,6.651995466,0,0,0.183887574,0,0,0.034482759,0.013333333,0,0,0,0,0,0,0,0,0,0
GRXCR1,0,0,0,0,5302,0,0,0,0,0,0,0,0,0,0,0,0.010928962,0,0,0,0,0,0,0,0,0,0,0
GRXCR2,0,0,0,0,0,8850,0,0,0,0,0,0,0,0,0,0,0.028169014,0,0,0,0,0,0,0,0,0,0,0
GSAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018181818,0.015205725,0,0,0,0,0,0,0,0,0,0
GSC,0,0,0,0,0,4456,0,0,0,0,0,0,0,0.141665349,0,0,0.012589928,0.004482524,0,0,0,0,0,0,0,0,0,0
GSC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012589928,0.016451234,0,0,0,0,0,0,0,0,0,0
GSDMA,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0.006086645,0.004482524,0,0,0,0,0,0,0,0,0,0
GSDMB,0,0,0,0,3779,0,0,0,0,0,0,0,0,0,0,0,0.010050251,0.004482524,0,0,0,0,0,0,0,0,0,0
GSDMC,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0.006086645,0.004482524,0,0,0,0,0,0,0,0,0,0
GSDMD,0,0,0,0,972,0,0,0,0,0,0,0,0,0,0,0,0.006967586,0.004482524,0,0,0,0,0,0,0,0,0,0
GSE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009944751,0.004482524,0,0,0,0,0,0,0,0,0,0
GSG1,0,0,0,0,0,3600,0,0,0,0,0,0,0,0.069284392,0,0,0.010362694,0.010963525,0,0,0,0,0,0,0,0,0,0
GSG1L,0,0,0,0,1842,0,0,0,0,0,0,0,0,0,0,0,0.007594937,0.00921659,0,0,0,0,0,0,0,0,0,0
GSG1L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007594937,0,0,0,0,0,0,0,0,0,0,0
GSG2,0,0,0,0,3463,0,2,0,0,0,0,8.083565381,0,0.316585995,0,0,0.021276596,0.029810298,0,0,0,0,0,0,0,0,0,0
GSK3A,0,0,0,0,0,1247,0,0,0,0,0,0,0,0.063252645,0,0,0.026086957,0.012552301,0,0,0,0,0,0,0,0,0,0
GSK3B,0,0,0,0,0,2026,0,8.617757497,9.091351503,0,6.972669019,8.106271808,0,0.27436377,0,0,0.026086957,0.004482524,0,0,0,0,0,0,0,0,0,0
GSKIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009708738,0.004482524,0,0,0,0,0,0,0,0,0,0
GSN,0,0,0,0,0,7342,0,0,0,0,0,0,0.389128336,0,0,0,0.028037383,0.004482524,0,0,5.24,0,0,0,0,0,0,0
GSPT1,0,0,0,0,0,4014,0,0,8.529982311,4.58557526,0,8.347034247,0,0.10547487,0,0,0.068965517,0.004482524,0,0,0,0,0,0,0,0,0,0
GSPT2,0,0,0,0,0,6202,0,0,0,0,0,0,0,0.268332023,0,0,0.068965517,0.012552301,0,0,0,0,0,0,0,0,0,0
GSR,0,0,0,0,0,3596,0,0,9.171446081,0,0,0,0,0.44325267,0,0,0.012561061,0.004482524,0,0,0,0,0,0,0,0,0,0
GSS,0,0,0,0,4475,0,0,0,9.350506212,4.830876014,0,0,0,0.485474894,0,0,0.017605634,0.004482524,0,0,0,0,0,0,0,0,0,0
GSTA1,0,0,0,0,3355,0,0,0,0,0,0,0,0.286588647,0,0,0,0.007580979,0.004482524,0,0,0,0,0,0,0,0,0,0
GSTA2,0,0,0,0,0,5644,0,0,0,0,0,0,0,0.467379655,0,0,0.007580979,0.004482524,0,0,0,0,0,0,0,0,0,0
GSTA3,0,0,0,0,2030,0,0,0,0,0,0,0,0,0.563887598,0,0,0.007580979,0.005319149,0,0,0,0,0,0,0,0,0,0
GSTA4,0,0,0,0,7543,0,0,0,0,0,0,0,0,0.497538387,0,0,0.007580979,0.004482524,0,0,0,0,0,0,0,0,0,0
GSTA5,0,0,0,0,3483,0,0,0,0,0,0,0,0.14785848,0,0,0,0.007580979,0,0,0,0,0,0,0,0,0,0,0
GSTCD,0,0,0,0,3877,0,0,0,0,0,0,0,0,0,0,0,0.015027322,0.029810298,0,0,0,0,0,0,0,0,0,0
GSTK1,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0.009511731,0.004482524,0,0,0,0,0,0,0,0,0,0
GSTM1,0,0,0,0,0,5151,0,0,0,0,0,0,0,0.10547487,0,0,0.006341463,0.004482524,0,0,0,0,0,0,0,0,0,0
GSTM2,0,0,0,0,6916,0,0,0,0,0,0,0,0,0.280395516,0,0,0.006341463,0.004482524,0,0,0,0,0,0,0,0,0,0
GSTM3,0,0,0,0,3265,0,0,0,8.912375836,5.084232046,0,8.347034247,0,0.298490755,0,0,0.010351967,0.016451234,0,0,0,0,0,0,0,0,0,0
GSTM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473411402,0,0,0.006341463,0.004482524,0,0,0,0,0,0,0,0,0,0
GSTM5,0,0,0,2,6242,0,0,0,0,0,0,0,0.12976324,0,0,0,0.006341463,0.004482524,0,0,0,0,0,0,0,0,0,0
GSTO1,0,0,1,0,3317,0,0,8.852764247,9.051089403,4.871246597,0,0,1.257699821,0,0,0,0.006810443,0.004482524,0,0,0,0,0,0,0,0,0,0
GSTO2,0,0,0,0,0,4256,0,0,0,0,0,0,0,0.093411377,0,0,0.007681366,0.004482524,0,0,0,0,0,0,0,0,0,0
GSTP1,0,0,0,0,0,8692,0,0,0,0,0,0,0,0.238173291,0,0,0.01344086,0.004482524,0,0,0,0,0,0,0,0,0,0
GSTT1,0,0,0,0,6595,0,0,0,0,0,0,0,0,0.455316162,0,0,0.011299435,0.01010101,0,0,0,0,0,0,0,0,0,0
GSTT2,0,0,0,0,0,1327,0,0,0,0,0,0,0,0.503570134,0,0,0.011299435,0.03125,0,0,0,0,0,0,0,0,0,0
GSTT2B,0,0,0,0,0,5423,0,0,0,0,0,0,0,0,0,0,0.011299435,0.03125,0,0,0,0,0,0,0,0,0,0
GSTZ1,0,0,0,0,6419,0,0,0,0,0,0,0,0,0.42515743,0,0,0.012658228,0.004482524,0,0,0,0,0,0,0,0,0,0
GSX1,0,0,0,0,6550,0,0,0,0,0,0,0,0,0,0,0,0.017094017,0.004482524,0,0,0,0,0,0,0,0,0,0
GSX2,0,0,0,0,0,8231,0,0,0,0,0,0,0,0,0,0,0.012589928,0.010963525,0,0,0,0,0,0,0,0,0,0
GTDC1,0,0,0,0,1419,0,0,0,0,0,0,0,0,0.431189177,0,0,0.0375,0.037249284,0,0,0,0,0,0,0,0,0,0
GTF2A1,0,0,0,0,1899,0,0,0,0,0,0,0,0,0.10547487,0,0,0.1,0.029810298,0,0,0,0,0,0,0,0,0,0
GTF2A1L,0,0,0,0,1397,0,0,0,0,0,0,0,0,0,0,0,0.012145749,0.010963525,0,0,0,0,0,0,0,0,0,0
GTF2A2,0,0,0,0,0,2330,0,0,0,4.842710729,0,8.827838945,0,0.413093937,0,0,0.018561485,0.010963525,0,0,0,0,0,0,0,0,0,0
GTF2B,0,0,0,0,5826,0,0,9.02320169,8.830672955,0,0,8.710165583,0,0.455316162,0,0,0.018561485,0.007559395,0,0,0,0,0,0,0,0,0,0
GTF2E1,0,0,0,0,0,2128,0,0,0,0,0,0,0.539921997,0,0,0,0.012589928,0.029810298,0,0,0,0,0,0,0,0,0,0
GTF2E2,0,0,0,0,0,5806,0,0,9.038723483,4.769700272,0,8.199803813,0,0.50960188,0,0,0.117647059,0.029810298,0,0,0,0,0,0,0,0,0,0
GTF2F1,0,0,0,0,0,8320,0,8.852764247,9.215097588,4.842710729,7.115819253,8.51065929,0,0.334681234,0,0,0.009944751,0.055555556,0,0,0,0,0,0,0,0,0,0
GTF2F2,0,0,0,0,0,3377,2,8.429708761,0,0,0,8.347034247,0,0.226109798,0,0,0.206896552,0.029478458,0,0,0,0,0,0,0,0,0,0
GTF2H1,0,0,0,0,0,3097,0,8.935836291,9.136828431,0,0,8.911220857,0,0.232141545,0.314490475,0,0.041958042,0.029810298,0,0,0,0,0,0,0,0,0,0
GTF2H2,0,0,0,0,0,291,0,0,9.43146124,4.709520363,0,8.173546843,0,0.135633602,0.271731403,0,0.048387097,0.005747126,0,0,0,0,0,0,0,0,0,0
GTF2H2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048387097,0.005747126,0,0,0,0,0,0,0,0,0,0
GTF2H2C_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048387097,0,0,0,0,0,0,0,0,0,0,0
GTF2H3,0,0,0,0,0,1434,0,0,9.253071779,4.750547279,0,8.347034247,0,0.44325267,0.381368217,0,0.050632911,0.008645533,0,0,0,0,0,0,0,0,0,0
GTF2H4,0,0,0,0,0,513,0,8.852764247,0,0,0,8.559463469,0,0.42515743,0.295806766,0,0.038461538,0.008810573,0,0,0,0,0,0,0,0,0,0
GTF2H5,0,0,0,0,482,0,3,0,9.450389717,0,0,0,0,0,0,0,0.010169492,0.01010101,0,0,0,0,0,0,0,0,0,0
GTF2I,0,0,0,0,0,7156,0,8.268685312,9.020909224,0,5.678345026,8.715528206,0,0.497538387,0,0,0.014084507,0.010416667,0,0,0,0,0,0,0,0,0,0
GTF2IRD1,0,0,0,0,0,3998,2,8.821774121,9.435950944,3.982384867,0,8.611994535,0,0.328649488,0,0,0.009009009,0.00921659,0,0,0,0,0,0,0,0,0,0
GTF2IRD2,0,0,0,0,3898,0,0,0,0,0,0,0,0.539921997,0,0,0,0.02173913,0.008810573,0,0,0,0,0,0,0,0,0,0
GTF2IRD2B,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0.02173913,0.008810573,0,0,0,0,0,0,0,0,0,0
GTF3A,0,0,0,0,2721,0,0,0,0,0,0,0,0,0.238173291,0,0,0.03,0.014659018,0,0,0,0,0,0,0,0,0,0
GTF3C1,0,0,0,1,6921,0,2,8.622276511,9.490103092,4.798121325,8.275307664,7.44741111,1.517064917,0,0,0,0.035353535,0.010963525,0,0,0,0,0,0,0,0,0,0
GTF3C2,0,0,0,0,7508,0,0,8.712675777,9.353641826,4.642658258,6.580082932,8.405480248,0,0.352776473,0,0,0.024096386,0.005747126,0,0,0,0,0,0,0,0,0,0
GTF3C3,0,0,0,0,7738,0,0,8.96607655,10.06638039,4.772006341,7.447410496,8.685838667,0,0.298490755,0,0,0.016348774,0.016949153,0,0,0,0,0,0,0,0,0,0
GTF3C4,0,0,0,0,0,7922,0,9.122831418,8.770056425,4.911380521,7.277154842,8.758263216,0,0.527697119,0,0,0.035087719,0.006329114,0,0,0,0,0,0,0,0,0,0
GTF3C5,0,0,0,0,4746,0,0,8.843501804,0,0,0,8.347034247,0,0.34071298,0,0,0.041958042,0.007032349,0,0,0,0,0,0,0,0,0,0
GTF3C6,0,0,0,0,0,5387,0,0,0,0,0,0,0,0,0,0,0.105263158,0.005047319,0,0,0,0,0,0,0,0,0,0
GTPBP1,0,0,0,0,339,0,0,8.852764247,0,0,7.087878299,0,0,0.413093937,0,0,0.037037037,0.012658228,0,0,0,0,0,0,0,0,0,0
GTPBP10,0,0,0,0,0,2566,0,0,0,0,0,0,0,0,0,0,0.018561485,0.029810298,0,0,0,0,0,0,0,0,0,0
GTPBP2,0,0,0,0,55,0,0,0,0,0,0,0,0,0.437220923,0,0,0.022058824,0.004482524,0,0,0,0,0,0,0,0,0,0
GTPBP3,0,0,0,0,0,4385,0,0,0,0,0,0,0,0.298490755,0,0,0.017605634,0.02027027,0,0,0,0,0,0,0,0,0,0
GTPBP4,0,0,0,0,6650,0,0,9.233519374,9.131349377,4.880394056,7.051358791,8.500931638,0,0.44325267,0,0,0.03030303,0.019047619,0,0,0,0,0,0,0,0,0,0
GTPBP6,0,0,0,0,0,5098,0,0,0,0,0,0,0,0,0,0,0.013333333,0.007194245,0,0,0,0,0,0,0,0,0,0
GTPBP8,0,0,0,0,6505,0,0,0,0,0,0,0,0,0,0,0,0.033557047,0.010963525,0,0,0,0,0,0,0,0,0,0
GTSE1,0,0,0,0,4907,0,0,0,9.215097588,0,0,8.347034247,0.075477522,0,0,0,0.018181818,0.051948052,0,0,0,0,0,0,0,0,0,0
GTSF1,0,0,0,0,0,8440,0,0,0,0,0,0,0,0,0,0,0.009922822,0.010963525,0,0,0,0,0,0,0,0,0,0
GTSF1L,0,0,0,0,6275,0,0,0,0,0,0,0,0,0,0,0,0.009009009,0.010963525,0,0,0,0,0,0,0,0,0,0
GUCA1A,0,0,0,0,4393,0,0,0,0,0,0,0,0,0.401030445,0,0,0.01509434,0.010963525,0,0,0,0,0,0,0,0,0,0
GUCA1B,0,0,0,0,0,2686,0,0,0,0,0,0,0.594207715,0,0,0,0.01509434,0.010963525,0,0,0,0,0,0,0,0,0,0
GUCA1C,0,0,0,0,3650,0,0,0,0,0,0,0,0,0.569919344,0,0,0.01509434,0.004482524,0,0,0,0,0,0,0,0,0,0
GUCA2A,0,0,0,0,4498,0,0,0,0,0,0,0,0,0.533728866,0,0,0.021052632,0.004482524,0,0,0,0,0,0,0,0,0,0
GUCA2B,0,0,0,0,4224,0,0,0,0,0,0,0,0,0.394998698,0,0,0.007177033,0.004482524,0,3.34,0,3.12,0,0,0,0,0,0
GUCD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041237113,0.006972112,0,0,0,0,0,0,0,0,0,0
GUCY1A2,0,0,0,0,0,6015,0,0,0,0,0,0,0.06341403,0,0,0,0.010579065,0.007633588,0,0,0,0,0,0,0,0,0,0
GUCY1A3,0,0,0,0,6020,0,0,0,0,0,0,0,0,0.262300277,0,0,0.076923077,0.004482524,0,0,0,0,0,0,0,0,0,0
GUCY1B3,0,0,0,0,0,5692,0,0,0,0,0,0,0,0.171824081,0,0,0.010579065,0.004482524,0,0,0,0,0,0,0,0,0,0
GUCY2C,0,0,0,0,5355,0,0,0,0,0,0,0,0,0.394998698,0,0,0.01986755,0.004482524,0,0,0,0,0,0,0,0,0,0
GUCY2D,0,0,0,0,1224,0,0,0,0,0,0,0,0.051350537,0,0,0,0.010579065,0.004482524,0,0,0,0,0,0,0,0,0,0
GUCY2F,0,0,0,0,0,6384,0,0,0,0,0,0,0,0.533728866,0,0,0.010579065,0,0,0,0,0,0,0,0,0,0,0
GUF1,0,0,0,0,5370,0,0,0,0,0,0,0,0,0,0,0,0.012561061,0.00921659,0,0,0,0,0,0,0,0,0,0
GUK1,0,0,0,0,0,5301,0,0,0,0,0,0,0,0.461347909,0,0,0.02266289,0.007194245,0,0,0,0,0,0,0,0,0,0
GULP1,0,0,0,0,1937,0,0,0,0,0,0,0,0,0.063252645,0,0,0.076923077,0.006329114,0,0,0,0,0,0,0,0,0,0
GUSB,0,0,0,0,0,4416,0,0,0,4.878171332,0,0,0,0.304522502,0,0,0.086956522,0.004482524,0,0,0,0,0,0,0,0,0,0
GVQW1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005588905,0.012658228,0,0,0,0,0,0,0,0,0,0
GVQW2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009511731,0,0,0,0,0,0,0,0,0,0,0
GXYLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007594937,0.004482524,0,0,0,0,0,0,0,0,0,0
GXYLT2,0,0,0,0,0,8372,0,0,0,0,0,0,0,0,0,0,0.00635324,0.004482524,0,0,0,0,0,0,0,0,0,0
GYG1,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,0,0.021052632,0.00921659,0,0,0,0,0,0,0,0,0,0
GYG2,0,0,0,0,0,7488,0,0,0,0,0,0,0,0.370871713,0,0,0.021052632,0.004482524,0,0,0,0,0,0,0,0,0,0
GYLTL1B,0,0,0,0,1446,0,0,0,0,0,0,0,0,0.093411377,0,0,0.011764706,0.004482524,0,0,0,0,0,0,0,0,0,0
GYPA,0,0,0,0,0,6412,0,0,0,0,0,0,0,0.419125684,0,0,0.005588905,0.0078125,0,0,0,0,0,0,0,0,0,0
GYPB,0,0,0,0,0,2081,0,0,0,0,0,0,0,0.551824105,0,0,0.005588905,0.0078125,0,0,0,0,0,0,0,0,0,0
GYPC,0,0,0,0,6136,0,0,0,0,0,0,0,0,0.292459009,0,0,0.01,0.006972112,0,0,0,0,0,0,0,0,0,0
GYPE,0,0,0,0,0,6773,0,0,0,0,0,0,0,0.636268555,0,0,0.005588905,0.0078125,0,0,0,0,0,0,0,0,0,0
GYS1,0,0,0,0,0,7481,0,0,9.516715733,4.639180825,0,8.347034247,0,0.304522502,0,0,0.021052632,0.00921659,0,0,0,0,0,0,0,0,0,0
GYS2,0,0,0,0,7472,0,0,0,0,0,0,0,0,0.159760588,0,0,0.024,0.004482524,0,0,0,0,0,0,0,0,0,0
GZF1,0,0,0,0,4868,0,0,0,0,0,0,0,0,0,0,0,0.013539652,0.012658228,0,0,0,0,0,0,0,0,0,0
GZMA,0,0,0,0,0,3947,0,0,0,0,0,0,0,0.376903459,0,0,0.006726457,0.012658228,0,0,0,0,0,0,0,0,0,0
GZMB,0,0,0,0,0,5880,0,0,0,0,0,0,0,0.111506616,0,0,0.014799154,0.012658228,0,0,0,0,0,0,0,0,0,0
GZMH,0,0,0,0,0,1118,0,0,0,0,0,0,0,0.606109823,0,0,0.014799154,0.012658228,0,0,0,0,0,0,0,0,0,0
GZMK,0,0,0,0,29,0,0,0,0,0,0,0,0,0.606109823,0,0,0.00521327,0.015205725,0,0,0,0,0,0,0,0,0,0
GZMM,0,0,0,0,7153,0,0,0,0,0,0,0,0.069445776,0,0,0,0.005376344,0.012658228,0,0,0,0,0,0,0,0,0,0
H1F0,0,0,0,0,7830,0,2,0,8.81458786,0,0,8.487980039,0.238334676,0,0,0,0.018867925,0.007559395,0,0,0,0,0,0,0,0,0,0
H1FNT,0,0,0,0,3034,0,0,0,0,0,0,0,0,0,0,0,0.008373206,0.010963525,0,0,0,0,0,0,0,0,0,0
H1FOO,0,0,0,0,6901,0,0,0,0,0,0,0,0.06341403,0,0,0,0.01002004,0.010963525,0,0,0,0,0,0,0,0,0,0
H1FX,0,0,0,0,4290,0,0,0,0,0,7.130033093,0,0,0.515633627,0,0,0.005588905,0.007559395,0,0,0,0,0,0,0,0,0,0
H2AFB1,0,0,0,0,0,3090,0,0,0,0,0,0,0,0,0,0,0.009689922,0.010963525,0,0,0,0,0,0,0,0,0,0
H2AFB3,0,0,0,0,5864,0,0,0,0,0,0,0,0,0,0,0,0.009689922,0.010963525,0,0,0,0,0,0,0,0,0,0
H2AFJ,0,0,0,0,3260,0,0,8.852764247,9.095113746,0,0,8.099183068,0.419287068,0,0,0,0.012561061,0.010963525,0,0,0,0,0,0,0,0,0,0
H2AFV,0,0,0,0,0,1573,0,8.852764247,0,0,0,0,0.268493408,0,0,0,0.012561061,0.042402827,0,0,0,0,0,0,0,0,0,0
H2AFX,0,0,0,0,8929,0,2,8.852764247,8.539460757,4.913333092,0,7.150295736,0,0,0.260658653,0,0.012561061,0.026315789,0,0,0,0,0,0,0,0,0,0
H2AFY,0,0,0,0,0,3877,0,8.555291645,8.95053199,4.429386197,6.336965608,8.027522654,0.377064843,0,0,0,0.090909091,0.004482524,0,0,0,0,0,0,0,0,0,0
H2AFY2,0,0,0,0,8210,0,0,0,9.165449957,0,0,8.205018152,0,0.50960188,0,0,0.090909091,0.004482524,0,0,0,0,0,0,0,0,0,0
H2AFZ,0,0,0,0,0,4757,0,8.814112548,9.121048052,5.327561765,0,8.641796663,0.123731494,0,0.290818733,0,0.012561061,0.042402827,0,0,0,0,0,0,0,0,0,0
H2BFM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0.010963525,0,0,0,0,0,0,0,0,0,0
H2BFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226109798,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0
H2BFWT,0,0,0,0,0,2701,0,0,0,0,0,0,0,0.334681234,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0
H3F3A,0,0,0,0,2586,0,0,8.852764247,0,0,0,0,0,0.59404633,0,0,0.012561061,0.004482524,0,0,0,0,0,0,0,0,0,0
H3F3B,0,0,0,0,0,5418,0,8.852764247,0,0,0,0,0,0.437220923,0,0,0.012561061,0.007559395,0,0,0,0,0,0,0,0,0,0
H3F3C,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0.012561061,0.055555556,0,0,0,0,0,0,0,0,0,0
H6PD,0,0,0,0,0,5480,0,0,0,0,0,0,0,0.208014559,0,0,0.034482759,0.004482524,0,0,0,0,0,0,0,0,0,0
HAAO,0,0,0,0,7352,0,0,0,0,0,0,0,0,0.226109798,0,0,0.071428571,0.004482524,0,0,0,0,0,0,0,0,0,0
HABP2,0,0,0,0,0,4031,0,0,0,0,0,0,0,0.59404633,0,0,0.012987013,0.004482524,0,0,0,0,0,0,0,0,0,0
HABP4,0,0,0,0,0,6561,0,0,0,0,0,0,0,0.183887574,0,0,0.1,0.010963525,0,0,0,0,0,0,0,0,0,0
HACD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01039501,0,0,0,0,0,0,0,0,0,0,0
HACD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007861635,0,0,0,0,0,0,0,0,0,0,0
HACD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010351967,0,0,0,0,0,0,0,0,0,0,0
HACD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006711409,0,0,0,0,0,0,0,0,0,0,0
HACE1,0,0,0,0,7564,0,0,0,0,0,0,0,1.04055695,0,0,0,0.09009009,0.004482524,0,0,0,0,0,0,0,0,0,0
HACL1,0,0,0,0,191,0,0,8.852764247,0,4.672940237,0,0,0,0,0,0,0.014051522,0.004482524,0,0,0,0,0,0,0,0,0,0
HADH,0,0,0,0,0,6397,0,0,0,0,0,0,0,0,0,0,0.01,0.004482524,0,0,0,0,0,0,0,0,0,0
HADHA,0,0,0,0,0,5705,0,9.995924643,9.215097588,0,0,9.014120115,0.04531879,0,0,0,0.024390244,0.004482524,0,0,0,0,0,0,0,0,0,0
HADHB,0,0,0,0,0,7252,0,8.737850821,0,0,0,0,0,0.262300277,0,0,0.028571429,0.00921659,0,0,0,0,0,0,0,0,0,0
HAGH,0,0,0,0,943,0,0,0,0,0,0,0,0,0.201982813,0,0,0.04,0.004482524,0,0,0,0,0,0,0,0,0,0
HAGHL,0,0,0,0,0,4700,0,0,0,0,0,0,0,0.50960188,0,0,0.018561485,0.004482524,0,0,0,0,0,0,0,0,0,0
HAL,0,0,0,0,4916,0,0,0,0,0,0,0,0,0.268332023,0,0,0.019480519,0.004482524,0,0,0,0,0,0,0,0,0,0
HAMP,0,0,0,0,6509,0,0,0,0,0,0,0,0.377064843,0,0,0,0.006711409,0.004482524,0,0,0,0,0,0,0,0,0,0
HAND1,0,0,0,0,0,3525,0,0,0,0,0,0,0,0.135633602,0,0,0.007580979,0.004482524,0,0,0,0,0,0,0,0,0,0
HAND2,0,0,0,0,9010,0,0,0,0,0,0,0,0,0.401030445,0,0,0.025,0.004482524,0,0,0,0,0,0,0,0,0,0
HAO1,0,0,0,0,0,5574,0,0,0,0,0,0,0,0.27436377,0,0,0.014051522,0.004482524,0,0,0,0,0,0,0,0,0,0
HAO2,0,0,0,0,0,3772,0,0,0,0,0,0,0.165953719,0,0,0,0.014051522,0.004482524,0,0,0,0,0,0,0,0,0,0
HAP1,0,0,0,0,0,4361,0,0,0,0,0,0,0,0.521665373,0,0,0.007580979,0.00591716,0,0,0,0,0,0,0,0,0,0
HAPLN1,0,0,0,0,5160,0,0,0,0,0,0,0,0,0.407062191,0,0,0.014084507,0.004482524,0,0,0,0,0,0,0,0,0,0
HAPLN2,0,0,0,0,526,0,0,0,0,0,0,0,0.04531879,0,0,0,0.014084507,0.004482524,0,0,0,0,0,0,0,0,0,0
HAPLN3,0,0,0,0,5214,0,0,0,0,0,0,0,0,0.455316162,0,0,0.014084507,0.014659018,0,0,0,0,0,0,0,0,0,0
HAPLN4,0,0,0,0,2320,0,0,0,0,0,0,0,0,0.214046306,0,0,0.014084507,0.004482524,0,0,0,0,0,0,0,0,0,0
HARBI1,0,0,0,0,2858,0,0,0,0,0,0,0,0,0,0,0,0.08,0.010963525,0,0,0,0,0,0,0,0,0,0
HARS,0,0,0,0,0,7217,0,8.0873957,9.34129935,4.902102031,0,8.547333196,0,0.268332023,0,0,0.025862069,0.008645533,0,0,0,0,0,0,0,0,0,0
HARS2,0,0,0,0,3934,0,0,0,0,0,0,0,1.131033146,0,0,0,0.025862069,0.010416667,0,0,0,0,0,0,0,0,0,0
HAS1,0,0,0,0,6725,0,0,0,0,0,0,0,0,0.10547487,0,0,0.010380623,0.004482524,0,0,0,0,0,0,0,0,0,0
HAS2,0,0,0,0,0,8890,0,0,0,0,0,0,0,0.479443148,0,0,0.013888889,0.004482524,0,0,0,0,0,0,0,0,0,0
HAS3,0,0,0,0,0,0,0,0,0,0,0,0,0.745001375,0,0,0,0.015027322,0.004482524,0,0,0,0,0,0,0,0,0,0
HAT1,0,0,0,0,0,3594,0,0,9.007182561,4.598375977,0,8.760955262,0,0.521665373,0,0,0.010989011,0.019047619,0,0,0,0,0,0,0,0,0,0
HAUS1,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0.018867925,0.004482524,0,0,0,0,0,0,0,0,0,0
HAUS2,0,0,0,0,7413,0,0,0,0,0,0,8.347034247,0,0,0,0,0.010169492,0.007559395,0,0,0,0,0,0,0,0,0,0
HAUS3,0,0,0,0,0,1372,0,0,0,0,0,0,0,0,0,0,0.041958042,0.012658228,0,0,0,0,0,0,0,0,0,0
HAUS4,0,0,0,0,5240,0,0,0,9.215097588,4.842710729,0,8.347034247,0,0,0,0,0.013888889,0.004823151,0,0,0,0,0,0,0,0,0,0
HAUS5,0,0,0,0,0,0,0,0,0,0,0,8.39613024,0,0,0,0,0.032258065,0.016949153,0,0,0,0,0,0,0,0,0,0
HAUS6,0,0,0,0,4685,0,0,0,0,0,0,0,0,0,0,0,0.015027322,0.010963525,0,0,0,0,0,0,0,0,0,0
